"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
26.793316,-22.151522,26.491188,-2.513161,2.421607,31.425956,12.492561,10.176242,-43.602655,29.008926,20.851453,-29.100481,12.996109,-36.452277,-3.822385,2.623026,9.874113,-16.411078,-14.094759,-24.367132,14.708171,-7.951476,-25.474937,-48.336004,-9.2607,-2.915999,29.512474,3.227283,19.642939,-4.225223,26.692607,1.213092,7.154955,6.852827,-6.239414,-23.057908,7.557793,-2.009613,2.824445,18.132296
25.584802,-23.460746,26.591897,-2.009613,4.032959,33.339437,16.118105,7.054246,-41.387045,25.383383,19.945067,-21.345846,15.312428,-34.840925,1.515221,-2.110323,6.349279,-19.734493,-20.036622,-15.90753,14.708171,-1.707485,-27.287709,-45.616846,-6.138705,-2.412451,35.957885,12.089723,20.650034,-3.923095,23.77203,3.83154,15.916686,7.356374,-8.555734,-16.713207,7.054246,3.83154,1.918059,19.240101
32.130922,-23.662165,19.945067,-2.009613,1.817349,36.662852,15.916686,3.428702,-38.265049,26.08835,17.729457,-19.935912,13.298238,-34.236667,8.564889,-7.04509,9.169146,-22.050813,-23.057908,-7.548638,13.701076,1.817349,-24.669261,-41.487755,-14.900435,-2.211032,31.224536,9.169146,17.1252,0.306706,21.153582,7.255665,28.30396,4.939345,-10.368505,-16.511788,-1.506066,9.773403,-0.096132,19.542229
27.296864,-18.828107,16.923781,-1.808194,0.306706,36.96498,19.945067,4.939345,-40.077821,29.109636,19.44152,-17.619593,10.47837,-35.646601,11.384756,-6.440833,10.075532,-23.057908,-28.093385,0.205997,10.176242,-0.196841,-21.849394,-42.696269,-22.755779,-5.333028,30.318151,9.672694,13.298238,1.918059,15.211719,6.651408,34.044404,4.435798,-12.986954,-13.89334,-8.656443,6.752117,-1.304646,21.959258
17.528038,-11.67773,16.823072,-5.433738,1.817349,36.058595,20.045777,4.536507,-37.257954,30.217441,16.621652,-14.799725,8.867018,-34.236667,14.90959,-4.426642,6.349279,-24.065003,-30.107576,11.787594,6.651408,0.105287,-23.762875,-32.826734,-30.510414,-1.606775,23.469902,6.248569,12.79469,3.428702,3.83154,6.852827,31.425956,3.730831,-10.368505,-11.47631,-18.22385,0.205997,-2.211032,22.966354
15.513847,-4.426642,14.305333,-5.937285,3.93225,33.540856,20.549325,2.925154,-34.135958,32.433051,25.282673,-14.094759,9.370565,-31.718929,16.520943,-3.923095,0.709544,-25.374228,-30.006867,23.469902,7.859922,4.637217,-24.266423,-16.411078,-32.826734,2.220188,19.945067,2.925154,11.686885,-1.808194,0.004578,2.723735,22.261387,-0.901808,-13.289082,-12.785535,-8.757153,-7.750057,-4.527352,22.462806
11.284047,2.824445,12.391852,-7.24651,5.040055,34.85008,21.455711,2.623026,-30.611124,26.692607,26.793316,-14.799725,11.686885,-29.805448,17.729457,-6.843671,-1.304646,-21.245136,-26.683452,32.231632,8.766308,6.550698,-25.172808,3.025864,-23.762875,0.105287,27.296864,-5.131609,14.305333,-3.822385,-3.218128,-1.304646,19.34081,0.004578,-22.151522,-17.619593,-12.281987,-11.778439,-4.225223,21.052872
15.614557,7.759213,10.881208,-4.124514,3.227283,35.555047,16.420233,-0.801099,-24.76997,23.973449,26.189059,-15.706111,12.69398,-25.172808,22.261387,-4.426642,-0.096132,-15.403983,-22.453651,34.85008,9.773403,11.183337,-22.453651,9.068437,-19.935912,-3.620966,25.786221,-0.49897,13.600366,-4.728771,-4.023804,-2.71458,11.686885,-2.613871,-24.76997,-21.647974,-5.735866,0.004578,-6.944381,21.959258
13.298238,13.197528,13.701076,-3.419547,2.220188,33.540856,24.779126,-0.801099,-21.647974,23.87274,25.98764,-11.979858,6.651408,-29.3019,25.98764,-0.59968,0.105287,-11.57702,-14.900435,29.814603,7.859922,3.93225,-17.518883,1.313802,-23.158618,-8.152895,21.153582,4.234379,14.003204,-5.735866,-6.239414,-3.218128,6.550698,-3.620966,-25.877775,-23.259327,-2.81529,-3.016709,-5.534447,17.930877
13.298238,14.003204,16.722362,-5.635157,0.508125,33.238727,18.736553,1.213092,-18.022431,20.247196,29.512474,-7.951476,2.119478,-29.100481,27.095445,5.442893,3.327993,-14.094759,-11.174182,23.87274,2.925154,-5.232319,-17.921721,0.306706,-24.971389,-5.232319,15.815976,3.83154,18.132296,-6.944381,-12.986954,-7.347219,1.71664,-6.742962,-22.755779,-25.374228,0.105287,0.508125,-7.447929,18.434424
15.513847,13.197528,18.434424,-3.721676,0.205997,27.598993,20.045777,4.838636,-11.879149,16.722362,35.051499,-7.04509,3.428702,-26.079194,27.498283,3.630121,5.442893,-12.281987,-3.822385,18.333715,1.414511,-8.152895,-20.238041,-1.002518,-19.533074,-3.520256,20.247196,16.319524,20.045777,-10.569925,-14.094759,-11.47631,1.817349,-8.152895,-17.720302,-31.920348,1.918059,13.701076,-6.642252,15.513847
13.902495,11.989013,18.434424,0.608835,0.810254,25.181964,24.879835,10.57908,-8.555734,11.384756,38.274205,-6.037995,4.133669,-27.992676,22.462806,2.119478,8.867018,-11.67773,3.227283,14.103914,1.011673,-18.828107,-16.108949,-1.002518,-7.447929,-2.211032,25.98764,16.218814,18.233005,-10.066377,-18.626688,-16.914626,5.946441,-3.419547,-20.43946,-38.970016,-15.806821,7.557793,-2.009613,13.298238
11.183337,11.686885,19.44152,3.93225,1.011673,20.448615,21.757839,15.513847,-5.131609,6.248569,36.058595,-2.211032,3.93225,-27.690547,16.722362,2.421607,8.867018,-5.937285,5.241474,9.068437,-1.203937,-25.374228,-12.986954,-9.764248,-1.707485,-3.620966,25.081254,12.69398,18.434424,-14.094759,-16.411078,-19.331655,8.464179,-0.196841,-18.324559,-43.904784,-13.591211,6.349279,0.407416,14.103914
7.054246,6.953536,21.052872,2.925154,1.817349,16.823072,19.34081,21.959258,-5.232319,4.838636,34.95079,3.730831,2.320897,-29.402609,8.867018,1.011673,8.665598,-5.0309,5.543603,0.105287,-3.923095,-32.826734,-8.857862,-15.806821,-3.218128,-7.649348,17.22591,7.356374,18.635843,-15.101854,-17.317464,-16.00824,9.269856,0.709544,-14.900435,-48.738842,-11.274891,10.780499,3.93225,11.183337
5.745022,6.248569,22.160677,5.745022,1.61593,12.190433,16.520943,22.966354,-3.318837,7.457084,43.108263,2.623026,4.536507,-30.107576,0.709544,-0.49897,11.686885,-2.81529,4.737926,-10.066377,-6.340124,-31.215381,-5.937285,-15.403983,-4.124514,-8.152895,16.621652,2.723735,18.937972,-15.806821,-18.727398,-15.202564,10.47837,2.018769,-9.46212,-55.184253,-9.46212,4.335088,6.651408,13.801785
5.140764,5.644312,29.210346,7.154955,4.737926,9.068437,17.024491,22.160677,-6.642252,7.658503,43.813229,4.435798,7.658503,-30.308995,-6.843671,3.730831,11.586175,-0.801099,0.306706,-15.303273,-12.382696,-30.611124,-12.684825,-11.979858,-5.534447,-8.455024,17.830167,5.442893,17.427329,-13.490501,-18.928817,-11.979858,15.211719,4.939345,-2.915999,-60.018311,2.824445,16.017395,6.953536,14.003204
2.220188,1.61593,33.641565,10.679789,8.766308,10.679789,25.886931,24.174868,-6.239414,9.672694,50.460059,7.154955,7.457084,-32.726024,-12.886244,7.356374,11.485466,-2.513161,-5.433738,-19.130236,-14.699016,-36.049439,-12.986954,-12.886244,-3.318837,-5.635157,20.549325,5.946441,15.715267,-12.785535,-23.460746,-7.1458,16.923781,6.852827,-9.562829,-57.198444,3.93225,8.162051,9.571984,14.406042
1.71664,2.623026,32.030213,11.485466,12.996109,7.154955,27.901121,28.20325,-6.239414,11.586175,54.891279,8.766308,10.075532,-34.941634,-13.591211,7.457084,9.974823,-0.700389,-8.555734,-16.411078,-18.425269,-32.222477,-11.67773,-11.67773,-6.642252,-5.0309,18.937972,-2.513161,16.319524,-10.670634,-20.842298,2.723735,16.923781,8.061341,-19.533074,-58.910506,4.939345,-0.801099,13.298238,16.520943
0.910964,-0.700389,29.814603,11.082628,16.319524,9.169146,22.362097,25.98764,-7.04509,10.176242,53.984893,8.061341,15.614557,-34.840925,-14.598306,5.845731,13.398947,-1.405356,-14.296178,-10.368505,-22.453651,-17.619593,-12.986954,-2.110323,-7.850767,-6.742962,18.736553,-1.103227,15.0103,-7.951476,-21.849394,10.075532,16.118105,4.335088,-27.891966,-61.025406,-2.110323,5.442893,14.103914,14.90959
-1.707485,3.93225,25.584802,10.981918,18.837262,12.391852,23.369192,23.369192,-4.023804,11.485466,57.106889,3.126574,20.247196,-35.344472,-13.389792,1.213092,12.895399,4.032959,-11.274891,0.810254,-25.072099,-5.635157,-7.347219,2.119478,2.220188,-9.159991,15.312428,14.506752,13.096818,-4.426642,-20.943008,17.528038,15.413138,5.442893,-34.035248,-62.43534,0.407416,-1.405356,17.930877,13.600366
-0.59968,5.543603,27.196155,8.867018,20.448615,16.118105,19.743648,20.146487,-6.440833,11.787594,48.445869,1.71664,20.146487,-35.243763,-14.799725,5.745022,9.471275,6.248569,-7.951476,10.075532,-26.280613,2.522316,-7.24651,7.759213,7.154955,-8.455024,11.384756,9.974823,8.36347,-4.728771,-22.55436,15.614557,10.679789,5.241474,-35.747311,-64.852369,9.571984,4.234379,20.650034,13.197528
-2.009613,2.119478,23.268482,2.723735,23.067063,19.34081,20.549325,19.743648,-8.555734,11.888304,40.691234,1.817349,16.823072,-36.049439,-14.799725,5.040055,9.874113,7.960632,-5.232319,14.506752,-31.4168,4.234379,-8.757153,6.14786,11.686885,-6.138705,11.183337,11.586175,5.140764,-6.340124,-21.547265,13.499657,4.637217,6.651408,-36.955825,-68.477913,23.973449,4.737926,18.837262,18.635843
-1.304646,-3.419547,16.823072,0.105287,28.20325,18.434424,17.830167,20.952163,-4.728771,8.967727,31.526665,0.709544,4.234379,-32.222477,-10.569925,6.752117,5.040055,9.370565,-2.81529,17.1252,-34.236667,-7.548638,-8.152895,9.773403,14.607462,-5.433738,11.485466,10.881208,4.838636,-5.534447,-16.914626,12.895399,-2.110323,10.981918,-37.560082,-72.909133,24.376287,-7.04509,22.261387,20.750744
-2.915999,-0.59968,10.57908,-1.405356,24.074159,11.787594,10.780499,19.44152,-5.635157,8.464179,23.570611,-2.311742,-6.440833,-30.308995,-6.340124,8.464179,2.623026,13.398947,3.327993,18.635843,-35.94873,-10.972763,-9.562829,18.837262,16.118105,-4.023804,15.916686,11.284047,4.032959,-5.232319,-18.626688,10.57908,-5.534447,12.291142,-33.833829,-77.642481,21.959258,-15.303273,24.980545,18.937972
-11.073472,4.435798,9.471275,-3.318837,19.038682,5.241474,2.119478,20.851453,-3.520256,5.241474,17.1252,-2.009613,-18.324559,-30.711833,-4.325933,8.162051,-2.412451,15.815976,9.269856,20.045777,-38.970016,-14.094759,-7.649348,17.1252,30.016022,-2.915999,16.722362,17.930877,4.234379,-5.836576,-15.706111,9.269856,-9.059281,14.607462,-30.611124,-72.103456,20.650034,-11.47631,26.591897,15.312428
-10.972763,7.859922,14.204623,-3.419547,14.003204,3.83154,-8.253605,21.254292,0.105287,3.529412,19.945067,1.011673,-20.33875,-33.430991,-1.908904,6.349279,-1.908904,23.167773,20.952163,16.923781,-36.955825,-13.087663,-4.93019,14.003204,30.016022,-6.440833,15.916686,17.528038,6.248569,-9.764248,-12.281987,7.557793,-12.181277,13.499657,-24.76997,-66.363012,5.845731,-5.433738,30.51957,12.69398
-14.699016,7.960632,7.457084,-10.771344,13.600366,-2.613871,-11.57702,17.024491,-1.808194,2.220188,18.837262,4.737926,-13.79263,-36.955825,-4.728771,6.04715,2.018769,27.699702,29.311055,14.305333,-37.761502,-3.218128,-6.541543,11.787594,28.102541,-2.513161,8.766308,10.47837,3.529412,-11.174182,-9.36141,5.241474,-16.209659,13.600366,-19.633784,-65.154498,-0.700389,-4.93019,28.20325,24.980545
-16.00824,4.838636,5.946441,-12.181277,16.420233,-0.297551,-13.591211,14.607462,-0.398261,-3.016709,16.218814,6.14786,-15.403983,-36.452277,-8.152895,7.054246,2.925154,30.620279,34.044404,13.298238,-34.035248,-5.131609,-6.642252,7.658503,28.001831,-0.801099,9.874113,9.471275,0.810254,-11.375601,-3.318837,4.435798,-17.821012,13.499657,-20.741589,-60.421149,-7.1458,-12.080568,27.397574,25.081254
-12.181277,7.960632,-1.908904,-14.396887,14.305333,-7.1458,-19.130236,12.391852,0.004578,-5.635157,21.65713,9.370565,-13.389792,-32.021058,-11.57702,7.154955,2.320897,34.346532,38.576333,8.061341,-29.704738,-1.808194,-2.71458,1.61593,25.786221,0.306706,10.57908,9.773403,0.205997,-13.69192,-3.520256,5.543603,-19.029526,13.801785,-16.914626,-52.263676,-2.009613,-16.914626,22.160677,24.980545
-7.750057,8.061341,0.205997,-14.598306,15.0103,-12.483406,-21.144427,6.752117,0.004578,-4.023804,32.533761,6.953536,-8.656443,-32.423896,-16.914626,10.57908,-1.908904,34.648661,37.669947,2.623026,-26.582742,-0.49897,-0.196841,-4.82948,26.894026,3.428702,8.564889,7.859922,-1.405356,-16.914626,-5.433738,1.71664,-21.950103,10.377661,-16.108949,-40.782788,4.234379,-9.562829,14.204623,22.563516
-3.117418,6.449988,2.925154,-12.281987,20.549325,-13.087663,-20.943008,4.032959,6.852827,-5.232319,47.841611,12.291142,2.925154,-34.740215,-19.029526,6.248569,-0.196841,35.353628,38.677043,-3.822385,-23.360037,-4.628061,-2.71458,-6.843671,26.08835,1.414511,8.564889,17.628748,1.213092,-15.706111,-5.0309,5.342183,-21.345846,11.485466,-16.612497,-32.625315,2.421607,-7.951476,10.57908,21.455711
-1.405356,7.457084,7.457084,-13.289082,21.254292,-22.856489,-18.12314,3.630121,12.593271,-9.764248,51.970703,10.377661,7.557793,-38.16434,-26.280613,8.766308,2.119478,38.274205,35.857175,-11.67773,-19.432364,-10.368505,-2.513161,-2.71458,30.016022,6.349279,4.435798,3.630121,0.910964,-18.928817,-5.735866,2.320897,-22.050813,8.867018,-18.324559,-29.3019,-2.412451,-6.239414,7.255665,23.570611
-9.36141,8.162051,11.586175,-9.663539,19.844358,-21.345846,-16.209659,6.449988,11.082628,-11.879149,51.165026,3.83154,12.089723,-38.567178,-31.013962,7.557793,7.054246,39.784848,30.51957,-9.965667,-15.90753,-9.46212,-1.606775,0.205997,27.196155,8.766308,5.543603,1.71664,-0.801099,-16.411078,-2.71458,8.061341,-21.950103,9.874113,-21.144427,-32.423896,-10.368505,0.407416,5.946441,20.549325
-10.670634,3.529412,14.204623,-9.159991,19.945067,-23.057908,-18.022431,3.025864,14.808881,-11.778439,46.129549,-3.318837,9.672694,-39.171435,-32.323186,6.651408,9.068437,39.583429,26.994736,-15.806821,-15.001144,0.810254,1.918059,0.508125,31.728084,4.939345,4.637217,-0.398261,-4.325933,-16.310369,0.407416,13.902495,-24.669261,11.686885,-19.633784,-35.042344,-10.872053,5.644312,1.112383,17.1252
-6.037995,5.845731,18.132296,-5.333028,20.549325,-22.453651,-21.345846,-2.513161,15.111009,-7.548638,45.726711,-12.080568,11.989013,-39.070726,-31.718929,10.57908,5.140764,41.799039,22.462806,-13.289082,-13.69192,4.737926,4.435798,3.93225,18.434424,7.859922,-4.225223,2.220188,-6.340124,-16.713207,3.529412,18.132296,-27.992676,10.981918,-20.842298,-35.646601,-7.447929,-0.398261,-3.822385,14.90959
-5.0309,5.140764,20.851453,-2.81529,22.664225,-22.755779,-20.43946,-6.340124,16.722362,-8.354315,44.719615,-9.059281,9.874113,-38.265049,-25.172808,8.967727,2.824445,37.569238,14.406042,-5.937285,-11.67773,4.637217,-3.419547,6.953536,19.844358,7.356374,-8.455024,8.766308,-6.742962,-15.303273,3.126574,24.174868,-31.114672,14.003204,-23.158618,-33.430991,-8.253605,-10.569925,-5.0309,14.607462
-3.721676,7.557793,28.30396,-2.412451,17.930877,-24.76997,-23.057908,-5.232319,18.736553,-15.001144,41.799039,-13.087663,5.543603,-38.869307,-18.727398,10.47837,0.910964,30.821698,10.47837,4.032959,-9.663539,-6.742962,-3.419547,8.36347,26.491188,7.557793,-5.232319,11.586175,-3.721676,-17.116045,5.342183,28.908217,-34.438087,9.974823,-20.137331,-30.208286,-6.239414,-0.196841,-5.534447,11.183337
-8.052186,10.57908,26.994736,-1.002518,17.22591,-25.374228,-26.784161,-6.541543,23.067063,-18.727398,45.223163,-16.713207,10.276951,-32.021058,-9.864958,6.14786,5.442893,21.55642,7.557793,18.132296,-5.735866,-16.511788,3.126574,7.154955,30.922408,8.162051,-7.1458,15.111009,0.709544,-19.633784,4.637217,34.346532,-39.070726,11.284047,-15.706111,-26.884871,-7.951476,9.974823,-8.857862,12.69398
-8.052186,5.644312,23.167773,-4.426642,19.038682,-22.050813,-27.791257,-13.994049,26.692607,-20.137331,47.338064,-21.043717,11.384756,-32.726024,-6.340124,7.859922,8.162051,13.701076,12.69398,26.08835,-5.232319,-12.382696,3.025864,10.075532,30.318151,2.623026,-6.138705,14.808881,1.61593,-23.158618,4.737926,34.95079,-44.106203,12.895399,-7.850767,-28.697643,-12.584115,12.996109,-8.052186,12.996109
-9.663539,11.586175,21.858549,-3.822385,20.448615,-21.144427,-30.308995,-16.612497,30.922408,-18.324559,50.661479,-23.360037,13.902495,-27.08629,-6.340124,6.953536,12.391852,15.513847,22.059968,32.130922,-0.398261,-11.274891,2.925154,16.520943,18.434424,7.054246,-8.555734,10.47837,3.529412,-27.489128,10.176242,35.353628,-44.509041,11.989013,-1.103227,-26.683452,-18.022431,7.960632,-9.764248,13.902495
-7.447929,15.111009,21.55642,-7.447929,14.607462,-29.3019,-35.143053,-17.418174,34.145113,-18.12314,53.783474,-20.540169,10.679789,-22.352941,-2.513161,6.449988,15.614557,24.980545,25.584802,32.533761,0.205997,-2.311742,-0.700389,20.851453,13.600366,1.61593,-13.490501,0.709544,6.14786,-30.107576,10.881208,30.116731,-43.804074,11.284047,0.810254,-21.043717,-26.884871,11.384756,-9.965667,13.499657
-10.469215,17.830167,25.081254,-7.1458,8.36347,-26.784161,-38.667887,-16.209659,34.74937,-18.626688,51.668574,-20.943008,9.571984,-23.863584,1.011673,8.36347,11.485466,23.570611,29.311055,31.828794,1.011673,1.515221,-3.822385,17.024491,28.30396,3.025864,-14.296178,2.925154,7.960632,-31.920348,12.391852,26.894026,-40.984207,8.464179,5.241474,-20.137331,-23.158618,22.059968,-9.36141,15.916686
-9.059281,20.247196,21.858549,-10.167086,4.435798,-31.215381,-36.452277,-19.230945,38.777752,-18.12314,50.661479,-17.619593,9.269856,-21.345846,8.061341,6.651408,13.298238,29.109636,34.145113,27.901121,1.213092,-10.771344,-0.096132,9.068437,29.915312,5.442893,-18.727398,1.817349,7.054246,-30.006867,10.276951,22.966354,-36.955825,6.752117,1.817349,-19.533074,-23.259327,24.376287,-14.094759,17.326619
-2.81529,24.074159,17.628748,-13.591211,6.752117,-27.489128,-32.323186,-19.835203,38.173495,-19.331655,49.452964,-8.555734,10.075532,-21.245136,6.651408,7.154955,10.075532,38.072785,31.627375,19.844358,-2.513161,-6.541543,2.421607,5.745022,18.031586,6.953536,-20.943008,4.737926,8.061341,-31.920348,7.154955,14.607462,-34.337377,5.845731,-5.534447,-19.633784,-21.446555,11.384756,-15.202564,20.146487
1.515221,26.390478,16.923781,-14.799725,11.485466,-21.043717,-23.964294,-19.432364,37.871366,-17.921721,47.338064,-2.311742,12.190433,-18.324559,0.205997,5.442893,7.658503,50.862898,32.73518,10.57908,-5.232319,-2.81529,-1.808194,2.723735,5.040055,9.773403,-20.137331,7.054246,9.370565,-32.423896,8.867018,7.154955,-33.028153,0.004578,-11.57702,-21.144427,-18.022431,-3.318837,-16.914626,20.448615
7.859922,25.282673,19.945067,-18.727398,10.276951,-21.748684,-24.669261,-20.640879,38.979171,-18.22385,41.094072,2.623026,13.801785,-13.89334,-7.347219,7.759213,9.068437,62.847333,35.152209,1.817349,-10.368505,3.126574,-1.405356,-0.096132,-9.36141,7.658503,-17.216754,1.71664,11.183337,-29.20119,12.895399,2.018769,-33.73312,-1.707485,-14.296178,-18.525979,-14.497597,-14.296178,-20.43946,18.937972
7.154955,25.685511,22.664225,-21.345846,5.342183,-21.849394,-26.683452,-21.043717,42.000458,-20.741589,36.763561,2.723735,15.312428,-10.267796,-17.821012,7.054246,7.054246,60.329595,37.367819,-6.340124,-13.89334,4.032959,-4.628061,-0.901808,5.140764,7.154955,-15.605402,-6.642252,11.989013,-28.194095,10.679789,-6.037995,-34.941634,-4.426642,-17.921721,-17.317464,-14.195468,-22.050813,-21.547265,18.736553
6.449988,25.886931,17.930877,-23.762875,-1.103227,-24.065003,-29.704738,-21.547265,43.813229,-17.518883,39.2813,3.93225,14.90959,-6.742962,-24.87068,6.953536,8.665598,57.207599,36.058595,-8.152895,-17.619593,3.126574,-7.951476,-0.398261,5.241474,7.658503,-18.324559,-17.619593,10.276951,-26.582742,8.162051,-10.167086,-35.143053,-5.232319,-14.195468,-19.029526,-28.395514,-18.727398,-23.762875,16.722362
6.349279,28.807507,20.045777,-22.755779,1.414511,-23.158618,-39.674983,-21.144427,47.237354,-15.605402,33.742275,10.276951,13.701076,-6.239414,-25.273518,5.745022,12.190433,56.603342,30.620279,-10.972763,-20.036622,-2.412451,-5.937285,4.737926,4.637217,8.564889,-17.317464,-36.250858,9.169146,-31.215381,2.119478,-17.317464,-34.035248,-6.843671,-16.713207,-15.101854,-29.906157,-23.259327,-25.474937,15.916686
8.766308,24.879835,20.045777,-19.432364,4.435798,-21.748684,-47.631037,-18.12314,48.747997,-12.281987,33.943694,13.902495,13.701076,-11.57702,-23.460746,7.356374,10.981918,54.287022,24.577706,-9.46212,-22.856489,-6.340124,-11.375601,5.442893,6.349279,7.255665,-19.533074,-42.192722,6.550698,-31.316091,-1.606775,-25.172808,-32.927443,-14.799725,-21.547265,-15.001144,-30.409705,-30.510414,-23.360037,15.312428
5.342183,23.77203,25.282673,-13.69192,8.564889,-20.43946,-48.940261,-16.713207,50.157931,-5.433738,31.425956,14.708171,12.69398,-15.504692,-21.245136,10.780499,14.103914,50.762188,19.642939,-4.527352,-23.662165,-12.785535,-12.584115,8.162051,9.672694,8.665598,-16.310369,-42.897688,3.630121,-29.402609,0.407416,-28.496223,-34.035248,-15.605402,-16.713207,-16.108949,-21.144427,-28.697643,-25.474937,15.916686
3.83154,19.038682,25.98764,-13.89334,13.197528,-26.381323,-47.127489,-14.296178,51.467155,-0.901808,32.130922,12.089723,13.197528,-12.080568,-17.619593,12.291142,14.305333,48.345159,14.708171,-1.506066,-26.884871,-11.879149,-12.080568,11.888304,17.729457,10.47837,-17.619593,-43.099107,4.032959,-25.676356,7.356374,-30.913253,-36.552987,-17.116045,-10.167086,-15.001144,-19.633784,-16.914626,-24.568551,12.79469
1.71664,23.369192,29.008926,-12.684825,14.003204,-21.647974,-46.422522,-9.46212,52.071412,4.234379,38.072785,6.550698,13.096818,-6.239414,-11.879149,9.974823,15.0103,42.604715,4.032959,3.93225,-28.395514,0.910964,-10.066377,13.197528,22.664225,12.391852,-15.403983,-40.077821,5.040055,-32.021058,9.773403,-31.51751,-38.265049,-17.116045,1.515221,-12.785535,-10.066377,-4.628061,-20.741589,10.981918
0.407416,20.347906,31.224536,-8.656443,16.520943,-16.511788,-48.738842,-4.628061,54.991989,6.04715,34.044404,5.241474,11.485466,-3.721676,-5.131609,7.960632,15.413138,42.806134,0.105287,9.672694,-26.884871,3.126574,-8.253605,11.284047,17.729457,10.47837,-8.354315,-34.740215,3.025864,-35.747311,10.276951,-28.798352,-37.560082,-18.928817,9.874113,-6.642252,-12.785535,-7.447929,-16.511788,10.981918
-2.613871,18.233005,30.41886,-10.066377,15.0103,-16.108949,-51.458,-1.606775,57.207599,4.737926,34.346532,2.220188,11.989013,-7.24651,2.119478,5.644312,10.57908,39.583429,2.220188,9.974823,-24.367132,5.040055,-5.937285,7.759213,21.959258,13.902495,-5.735866,-16.612497,-1.506066,-37.459373,13.398947,-22.65507,-35.445182,-22.453651,9.773403,-6.440833,-16.209659,-12.483406,-13.188373,12.089723
-7.850767,17.628748,28.404669,-9.36141,15.513847,-15.706111,-49.14168,-0.297551,57.610437,6.550698,39.986267,-3.016709,15.614557,-8.455024,3.025864,2.824445,12.996109,40.288395,3.025864,13.096818,-19.633784,-1.606775,-5.232319,13.801785,24.678416,13.701076,-7.347219,6.752117,-1.203937,-37.761502,12.089723,-17.619593,-31.114672,-19.230945,9.571984,-5.534447,-19.230945,-2.211032,-7.649348,14.204623
-6.440833,11.989013,26.793316,-12.584115,22.966354,-18.425269,-47.933166,2.119478,57.207599,9.571984,39.885557,-8.052186,18.837262,-14.396887,4.737926,3.126574,15.614557,40.993362,2.925154,15.715267,-18.828107,1.515221,-4.426642,10.276951,21.858549,21.858549,-14.497597,14.406042,-1.606775,-37.761502,15.0103,-12.382696,-25.978485,-18.425269,11.888304,-0.297551,-23.360037,9.773403,-2.81529,14.808881
-5.232319,16.218814,28.102541,-18.828107,26.894026,-19.331655,-47.228199,2.421607,55.294118,7.658503,36.96498,-15.101854,23.268482,-17.619593,13.499657,3.126574,20.549325,42.906844,4.737926,12.291142,-21.245136,-2.211032,-3.117418,5.241474,24.577706,21.254292,-15.001144,17.1252,-2.009613,-35.545892,13.902495,-13.994049,-20.036622,-18.828107,10.780499,7.457084,-7.951476,4.737926,2.723735,16.420233
-3.520256,16.621652,26.894026,-18.727398,30.217441,-19.230945,-42.192722,5.644312,56.502632,7.960632,35.152209,-20.33875,23.469902,-20.238041,7.960632,6.14786,18.233005,43.913939,10.377661,11.183337,-24.76997,1.011673,-2.915999,0.709544,12.69398,17.024491,-14.900435,17.930877,-4.023804,-30.308995,13.701076,-14.598306,-17.216754,-21.345846,5.040055,11.686885,-9.059281,0.407416,3.428702,17.1252
-4.225223,19.542229,22.764935,-22.856489,30.318151,-15.90753,-34.639506,1.71664,56.90547,6.852827,36.96498,-25.575647,21.757839,-18.425269,5.241474,7.557793,12.69398,46.028839,18.535134,5.442893,-27.992676,-2.81529,-0.196841,-0.297551,5.946441,17.729457,-10.972763,18.233005,-5.937285,-24.568551,15.0103,-14.598306,-17.317464,-22.050813,0.407416,14.204623,2.522316,4.032959,2.320897,18.031586
-3.117418,19.240101,17.628748,-26.179904,32.63447,-17.418174,-27.589838,-0.700389,58.214694,9.169146,37.267109,-31.920348,23.973449,-14.396887,-1.908904,9.471275,10.57908,47.136644,17.024491,2.522316,-33.63241,-4.023804,-1.103227,6.04715,0.810254,14.204623,-9.562829,20.247196,-2.211032,-19.029526,15.413138,-13.289082,-15.605402,-17.015335,-6.340124,15.614557,3.630121,16.218814,1.918059,17.528038
0.709544,22.664225,16.118105,-29.503319,35.252918,-14.799725,-20.741589,-0.59968,62.041657,9.169146,39.784848,-36.150149,24.174868,-18.425269,-6.440833,8.36347,4.637217,46.129549,16.520943,2.623026,-36.250858,-2.211032,-3.117418,11.082628,-6.742962,17.22591,-8.857862,17.326619,-5.333028,-13.591211,9.874113,-8.958572,-14.799725,-17.216754,-16.813916,17.729457,5.845731,16.621652,1.011673,18.333715
-0.398261,25.081254,9.169146,-30.409705,35.152209,-16.310369,-16.310369,-2.311742,64.861524,4.234379,36.360723,-39.674983,23.570611,-21.245136,-8.455024,7.960632,-1.606775,48.647288,12.190433,-4.527352,-42.192722,-6.843671,-1.808194,8.162051,-8.555734,16.319524,-8.656443,14.003204,-8.555734,-10.368505,9.370565,-6.440833,-13.188373,-16.612497,-26.98558,18.937972,4.133669,12.492561,4.536507,20.851453
